Date,Close,High,Low,Open,Volume,symbol
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2020-01-02,67.8730239868164,67.8730239868164,66.77262179859589,66.86783552352698,27278000,GOOGL
2020-01-03,67.51795959472656,68.12445054033702,66.81378055903824,66.84750602902096,23408000,GOOGL
2020-01-06,69.31758880615234,69.34287723228258,66.99627473144326,67.02751070483214,46768000,GOOGL
2020-01-07,69.18370056152344,69.59976407326137,69.00765768436452,69.44900962487809,34330000,GOOGL
2020-01-08,69.67613220214844,70.01384094895226,69.06071987013958,69.16931937572167,35314000,GOOGL
2020-01-09,70.40758514404297,70.84843766453115,69.93250773983897,70.51370271406968,33200000,GOOGL
2020-01-10,70.86231994628906,71.15887253591534,70.39816153236073,70.88761594044897,26258000,GOOGL
2020-01-13,71.41130828857422,71.48320855956656,70.68431497812792,71.17426137325353,30730000,GOOGL
2020-01-14,70.94316101074219,71.54022369151787,70.80331039967703,71.40980138157744,26076000,GOOGL
2020-01-15,71.37013244628906,71.44848723259247,70.99622386006052,71.06366724106702,21550000,GOOGL
2020-01-16,71.91363525390625,71.94041435124791,71.40979626083083,71.68006159560105,26080000,GOOGL
2020-01-17,73.3696060180664,73.42068229124506,72.23052189077428,72.52756636187075,52424000,GOOGL
2020-01-21,73.50498962402344,73.88336264250772,72.90791936171401,73.34381561207009,48930000,GOOGL
2020-01-22,73.58531188964844,74.41396566579424,73.5253143022731,73.87591692725086,28458000,GOOGL
2020-01-23,73.6259765625,74.06287159574599,73.4092694223647,73.76780967939291,26650000,GOOGL
2020-01-24,72.70758056640625,74.09758915730573,72.55930047284312,74.02915451930895,29786000,GOOGL
2020-01-27,70.99968719482422,71.24019965615449,70.3931962623692,70.99026646132236,34132000,GOOGL
2020-01-28,71.93049621582031,72.14373017574707,70.93174708981847,71.49608309873746,29724000,GOOGL
2020-01-29,72.23794555664062,72.60689777918915,71.67708278899732,72.32522164792377,21566000,GOOGL
2020-01-30,72.11647033691406,72.16605594211511,71.16185852623971,71.3155867660176,27110000,GOOGL
2020-01-31,71.0517578125,72.88113570169328,70.76809913606537,72.79137767304688,43822000,GOOGL
2020-02-03,73.5223388671875,73.70582753071683,72.23349161238843,72.48342482845398,71636000,GOOGL
2020-02-04,71.6780776977539,72.76558597572388,70.51866160482743,72.12835848746417,95880000,GOOGL
2020-02-05,71.7098159790039,72.62871964997271,70.89802869966074,72.58061715621994,36376000,GOOGL
2020-02-06,73.19355773925781,73.4707694622342,71.92950709001718,72.00388927199774,37822000,GOOGL
2020-02-07,73.34927368164062,73.65375637066822,72.6698911484849,72.76807866240974,28360000,GOOGL
2020-02-10,74.81465911865234,74.82557052333453,73.15537648833067,73.25604592514885,38302000,GOOGL
2020-02-11,74.88407897949219,75.86696037630945,74.65546917942103,75.0432628919805,34852000,GOOGL
2020-02-12,75.30907440185547,75.39188605793423,74.81515553865327,75.17170572454793,31042000,GOOGL
2020-02-13,75.0492172241211,75.67206769006663,74.58356058636251,74.88110442539049,22914000,GOOGL
